Data da Venda,Nome do Produto,Preço da Venda,Flag Promoção,Estoque
2023-01-01,Produto_10,31.61,0,262
2023-01-01,Produto_10,31.61,0,262
2023-01-01,Produto_11,16.83,0,374
2023-01-01,Produto_11,16.83,0,374
2023-01-01,Produto_11,16.83,0,374
2023-01-01,Produto_11,16.83,1,374
2023-01-01,Produto_11,16.83,1,374
2023-01-01,Produto_11,16.83,0,374
2023-01-01,Produto_12,21.6,0,133
2023-01-01,Produto_12,21.6,0,133
2023-01-01,Produto_12,21.6,1,133
2023-01-01,Produto_12,21.6,0,133
2023-01-01,Produto_13,21.52,0,421
2023-01-01,Produto_14,23.67,1,147
2023-01-01,Produto_14,23.67,0,147
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_15,22.49,0,400
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_15,22.49,0,400
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_15,22.49,0,400
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_15,22.49,1,400
2023-01-01,Produto_16,67.68,1,196
2023-01-01,Produto_16,67.68,1,196
2023-01-01,Produto_16,67.68,1,196
2023-01-01,Produto_16,67.68,1,196
2023-01-01,Produto_16,67.68,1,196
2023-01-01,Produto_17,26.37,1,174
2023-01-01,Produto_17,26.37,0,174
2023-01-01,Produto_17,26.37,0,174
2023-01-01,Produto_17,26.37,0,174
2023-01-01,Produto_17,26.37,1,174
2023-01-01,Produto_17,26.37,1,174
2023-01-01,Produto_18,41.11,1,191
2023-01-01,Produto_18,41.11,1,191
2023-01-01,Produto_18,41.11,0,191
2023-01-01,Produto_18,41.11,0,191
2023-01-01,Produto_18,41.11,1,191
2023-01-01,Produto_18,41.11,0,191
2023-01-01,Produto_18,41.11,0,191
2023-01-01,Produto_18,41.11,1,191
2023-01-01,Produto_20,52.66,1,301
2023-01-01,Produto_20,52.66,1,301
2023-01-01,Produto_20,52.66,0,301
2023-01-01,Produto_20,52.66,1,301
2023-01-01,Produto_20,52.66,1,301
2023-01-01,Produto_20,52.66,1,301
2023-01-01,Produto_21,70.08,1,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_21,70.08,0,386
2023-01-01,Produto_22,25.51,0,461
2023-01-01,Produto_22,25.51,1,461
2023-01-01,Produto_23,27.31,1,340
2023-01-01,Produto_23,27.31,0,340
2023-01-01,Produto_23,27.31,1,340
2023-01-01,Produto_24,13.68,0,426
2023-01-01,Produto_24,13.68,1,426
2023-01-01,Produto_24,13.68,1,426
2023-01-01,Produto_24,13.68,1,426
2023-01-01,Produto_24,13.68,0,426
2023-01-01,Produto_24,13.68,0,426
2023-01-01,Produto_24,13.68,1,426
2023-01-01,Produto_24,13.68,1,426
2023-01-01,Produto_24,13.68,0,426
2023-01-01,Produto_25,25.2,1,236
2023-01-01,Produto_25,25.2,1,236
2023-01-01,Produto_25,25.2,0,236
2023-01-01,Produto_25,25.2,0,236
2023-01-01,Produto_25,25.2,1,236
2023-01-01,Produto_26,35.07,0,484
2023-01-01,Produto_26,35.07,0,484
2023-01-01,Produto_26,35.07,0,484
2023-01-01,Produto_26,35.07,1,484
2023-01-01,Produto_26,35.07,0,484
2023-01-01,Produto_26,35.07,0,484
2023-01-01,Produto_26,35.07,1,484
2023-01-01,Produto_26,35.07,1,484
2023-01-01,Produto_26,35.07,1,484
2023-01-01,Produto_27,25.93,0,320
2023-01-01,Produto_27,25.93,0,320
2023-01-01,Produto_27,25.93,1,320
2023-01-01,Produto_27,25.93,0,320
2023-01-01,Produto_27,25.93,0,320
2023-01-01,Produto_27,25.93,1,320
2023-01-01,Produto_28,17.98,1,207
2023-01-01,Produto_28,17.98,1,207
2023-01-01,Produto_28,17.98,1,207
2023-01-01,Produto_29,20.86,0,356
2023-01-01,Produto_29,20.86,1,356
2023-01-01,Produto_29,20.86,1,356
2023-01-01,Produto_29,20.86,0,356
2023-01-01,Produto_29,20.86,0,356
2023-01-01,Produto_29,20.86,1,356
2023-01-01,Produto_29,20.86,0,356
2023-01-01,Produto_30,51.47,0,67
2023-01-01,Produto_30,51.47,0,67
2023-01-01,Produto_30,51.47,0,67
2023-01-01,Produto_30,51.47,1,67
2023-01-01,Produto_32,42.78,0,282
2023-01-01,Produto_32,42.78,1,282
2023-01-01,Produto_32,42.78,1,282
2023-01-01,Produto_33,55.31,0,392
2023-01-01,Produto_33,55.31,1,392
2023-01-01,Produto_34,72.14,1,90
2023-01-01,Produto_34,72.14,0,90
2023-01-01,Produto_34,72.14,1,90
2023-01-01,Produto_34,72.14,0,90
2023-01-01,Produto_34,72.14,0,90
2023-01-01,Produto_34,72.14,1,90
2023-01-01,Produto_34,72.14,0,90
2023-01-01,Produto_34,72.14,1,90
2023-01-01,Produto_35,13.54,1,101
2023-01-01,Produto_35,13.54,1,101
2023-01-01,Produto_35,13.54,1,101
2023-01-01,Produto_35,13.54,0,101
2023-01-01,Produto_35,13.54,0,101
2023-01-01,Produto_35,13.54,0,101
2023-01-01,Produto_35,13.54,1,101
2023-01-01,Produto_37,66.51,1,232
2023-01-01,Produto_37,66.51,1,232
2023-01-01,Produto_37,66.51,0,232
2023-01-01,Produto_37,66.51,1,232
2023-01-01,Produto_37,66.51,1,232
2023-01-01,Produto_38,17.36,1,312
2023-01-01,Produto_38,17.36,1,312
2023-01-01,Produto_38,17.36,1,312
2023-01-01,Produto_38,17.36,0,312
2023-01-01,Produto_38,17.36,0,312
2023-01-01,Produto_38,17.36,0,312
2023-01-01,Produto_38,17.36,1,312
2023-01-01,Produto_38,17.36,0,312
2023-01-01,Produto_39,88.62,1,233
2023-01-01,Produto_39,88.62,1,233
2023-01-01,Produto_39,88.62,0,233
2023-01-01,Produto_39,88.62,0,233
2023-01-01,Produto_39,88.62,1,233
2023-01-01,Produto_39,88.62,1,233
2023-01-01,Produto_40,92.88,1,492
2023-01-01,Produto_40,92.88,1,492
2023-01-01,Produto_40,92.88,0,492
2023-01-01,Produto_42,34.92,0,494
2023-01-01,Produto_43,82.56,0,96
2023-01-01,Produto_43,82.56,0,96
2023-01-01,Produto_43,82.56,1,96
2023-01-01,Produto_43,82.56,1,96
2023-01-01,Produto_44,77.34,1,409
2023-01-01,Produto_44,77.34,1,409
2023-01-01,Produto_44,77.34,1,409
2023-01-01,Produto_44,77.34,0,409
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_45,26.61,0,97
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_45,26.61,1,97
2023-01-01,Produto_46,28.84,1,288
2023-01-01,Produto_46,28.84,1,288
2023-01-01,Produto_46,28.84,0,288
2023-01-01,Produto_46,28.84,1,288
2023-01-01,Produto_46,28.84,0,288
2023-01-01,Produto_47,43.34,0,362
2023-01-01,Produto_47,43.34,1,362
2023-01-01,Produto_47,43.34,1,362
2023-01-01,Produto_47,43.34,1,362
2023-01-01,Produto_47,43.34,1,362
2023-01-01,Produto_47,43.34,1,362
2023-01-01,Produto_47,43.34,0,362
2023-01-01,Produto_48,53.61,1,179
2023-01-01,Produto_49,65.64,1,354
2023-01-01,Produto_49,65.64,1,354
2023-01-01,Produto_50,43.2,0,179
2023-01-01,Produto_50,43.2,1,179
2023-01-01,Produto_50,43.2,1,179
2023-01-01,Produto_50,43.2,1,179
2023-01-01,Produto_50,43.2,1,179
2023-01-01,Produto_51,51.63,1,61
2023-01-01,Produto_51,51.63,0,61
2023-01-01,Produto_51,51.63,0,61
2023-01-01,Produto_51,51.63,0,61
2023-01-01,Produto_51,51.63,1,61
2023-01-01,Produto_51,51.63,0,61
2023-01-01,Produto_51,51.63,0,61
2023-01-01,Produto_51,51.63,1,61
2023-01-01,Produto_51,51.63,1,61
2023-01-01,Produto_52,77.27,0,376
2023-01-01,Produto_52,77.27,1,376
2023-01-01,Produto_53,13.3,0,211
2023-01-01,Produto_53,13.3,0,211
2023-01-01,Produto_53,13.3,0,211
2023-01-01,Produto_53,13.3,1,211
2023-01-01,Produto_53,13.3,0,211
2023-01-01,Produto_54,32.72,1,318
2023-01-01,Produto_54,32.72,0,318
2023-01-01,Produto_54,32.72,1,318
2023-01-01,Produto_54,32.72,0,318
2023-01-01,Produto_54,32.72,0,318
2023-01-01,Produto_55,74.2,1,436
2023-01-01,Produto_56,90.57,1,132
2023-01-01,Produto_56,90.57,0,132
2023-01-01,Produto_56,90.57,0,132
2023-01-01,Produto_56,90.57,1,132
2023-01-01,Produto_56,90.57,0,132
2023-01-01,Produto_56,90.57,0,132
2023-01-01,Produto_57,56.05,0,364
2023-01-01,Produto_58,57.89,0,58
2023-01-01,Produto_58,57.89,1,58
2023-01-01,Produto_58,57.89,1,58
2023-01-01,Produto_58,57.89,1,58
2023-01-01,Produto_58,57.89,1,58
2023-01-01,Produto_60,50.27,1,312
2023-01-01,Produto_60,50.27,1,312
2023-01-01,Produto_61,57.94,1,394
2023-01-01,Produto_62,31.82,0,96
2023-01-01,Produto_62,31.82,1,96
2023-01-01,Produto_62,31.82,1,96
2023-01-01,Produto_62,31.82,1,96
2023-01-01,Produto_62,31.82,0,96
2023-01-01,Produto_62,31.82,1,96
2023-01-01,Produto_63,34.23,1,432
2023-01-01,Produto_63,34.23,1,432
2023-01-01,Produto_63,34.23,1,432
2023-01-01,Produto_64,43.96,0,382
2023-01-01,Produto_64,43.96,1,382
2023-01-01,Produto_64,43.96,1,382
2023-01-01,Produto_64,43.96,0,382
2023-01-01,Produto_64,43.96,0,382
2023-01-01,Produto_64,43.96,0,382
2023-01-01,Produto_64,43.96,1,382
2023-01-01,Produto_65,11.81,1,136
2023-01-01,Produto_65,11.81,1,136
2023-01-01,Produto_65,11.81,0,136
2023-01-01,Produto_65,11.81,0,136
2023-01-01,Produto_65,11.81,1,136
2023-01-01,Produto_66,38.99,0,407
2023-01-01,Produto_66,38.99,0,407
2023-01-01,Produto_66,38.99,1,407
2023-01-01,Produto_66,38.99,1,407
2023-01-01,Produto_66,38.99,1,407
2023-01-01,Produto_66,38.99,1,407
2023-01-01,Produto_66,38.99,0,407
2023-01-01,Produto_66,38.99,0,407
2023-01-01,Produto_66,38.99,1,407
2023-01-01,Produto_67,29.03,0,490
2023-01-01,Produto_67,29.03,0,490
2023-01-01,Produto_67,29.03,1,490
2023-01-01,Produto_68,39.47,1,473
2023-01-01,Produto_68,39.47,1,473
2023-01-01,Produto_68,39.47,1,473
2023-01-01,Produto_68,39.47,0,473
2023-01-01,Produto_69,20.78,0,305
2023-01-01,Produto_69,20.78,1,305
2023-01-01,Produto_69,20.78,0,305
2023-01-01,Produto_69,20.78,1,305
2023-01-01,Produto_69,20.78,1,305
2023-01-01,Produto_69,20.78,0,305
2023-01-01,Produto_69,20.78,0,305
2023-01-01,Produto_69,20.78,1,305
2023-01-01,Produto_70,90.15,1,474
2023-01-01,Produto_70,90.15,1,474
2023-01-01,Produto_70,90.15,1,474
2023-01-01,Produto_70,90.15,1,474
2023-01-01,Produto_70,90.15,0,474
2023-01-01,Produto_70,90.15,1,474
2023-01-01,Produto_71,63.42,0,75
2023-01-01,Produto_71,63.42,0,75
2023-01-01,Produto_71,63.42,1,75
2023-01-01,Produto_71,63.42,1,75
2023-01-01,Produto_71,63.42,1,75
2023-01-01,Produto_71,63.42,1,75
2023-01-01,Produto_71,63.42,1,75
2023-01-01,Produto_71,63.42,0,75
2023-01-01,Produto_71,63.42,0,75
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_72,71.12,0,247
2023-01-01,Produto_72,71.12,0,247
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_72,71.12,1,247
2023-01-01,Produto_73,81.03,1,124
2023-01-01,Produto_73,81.03,0,124
2023-01-01,Produto_73,81.03,1,124
2023-01-01,Produto_73,81.03,1,124
2023-01-01,Produto_73,81.03,0,124
2023-01-01,Produto_73,81.03,1,124
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_75,17.82,1,92
2023-01-01,Produto_76,58.34,1,406
2023-01-01,Produto_76,58.34,1,406
2023-01-01,Produto_76,58.34,1,406
2023-01-01,Produto_77,62.82,1,435
2023-01-01,Produto_77,62.82,0,435
2023-01-01,Produto_78,77.09,1,45
2023-01-01,Produto_78,77.09,1,45
2023-01-01,Produto_78,77.09,0,45
2023-01-01,Produto_78,77.09,1,45
2023-01-01,Produto_78,77.09,1,45
2023-01-01,Produto_78,77.09,1,45
2023-01-01,Produto_79,48.85,0,437
2023-01-01,Produto_79,48.85,1,437
2023-01-01,Produto_80,21.48,1,96
2023-01-01,Produto_80,21.48,1,96
2023-01-01,Produto_80,21.48,1,96
2023-01-01,Produto_80,21.48,0,96
2023-01-01,Produto_80,21.48,0,96
2023-01-01,Produto_80,21.48,0,96
2023-01-01,Produto_80,21.48,0,96
2023-01-01,Produto_81,35.54,0,150
2023-01-01,Produto_81,35.54,1,150
2023-01-01,Produto_81,35.54,1,150
2023-01-01,Produto_81,35.54,0,150
2023-01-01,Produto_81,35.54,1,150
2023-01-01,Produto_82,42.68,0,305
2023-01-01,Produto_82,42.68,0,305
2023-01-01,Produto_82,42.68,0,305
2023-01-01,Produto_82,42.68,0,305
2023-01-01,Produto_83,68.13,1,356
2023-01-01,Produto_83,68.13,0,356
2023-01-01,Produto_83,68.13,0,356
2023-01-01,Produto_84,61.37,1,233
2023-01-01,Produto_84,61.37,1,233
2023-01-01,Produto_84,61.37,1,233
2023-01-01,Produto_84,61.37,1,233
2023-01-01,Produto_84,61.37,1,233
2023-01-01,Produto_84,61.37,0,233
2023-01-01,Produto_84,61.37,0,233
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_85,42.05,0,444
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_85,42.05,1,444
2023-01-01,Produto_87,64.52,0,85
2023-01-01,Produto_87,64.52,0,85
2023-01-01,Produto_87,64.52,0,85
2023-01-01,Produto_87,64.52,1,85
2023-01-01,Produto_87,64.52,1,85
2023-01-01,Produto_87,64.52,0,85
2023-01-01,Produto_87,64.52,1,85
2023-01-01,Produto_87,64.52,1,85
2023-01-01,Produto_88,31.35,0,207
2023-01-01,Produto_88,31.35,1,207
2023-01-01,Produto_88,31.35,0,207
2023-01-01,Produto_88,31.35,1,207
2023-01-01,Produto_89,19.16,1,248
2023-01-01,Produto_89,19.16,0,248
2023-01-01,Produto_89,19.16,0,248
2023-01-01,Produto_90,23.76,0,490
2023-01-01,Produto_90,23.76,1,490
2023-01-01,Produto_90,23.76,0,490
2023-01-01,Produto_90,23.76,1,490
2023-01-01,Produto_90,23.76,0,490
2023-01-01,Produto_91,32.14,1,314
2023-01-01,Produto_91,32.14,0,314
2023-01-01,Produto_91,32.14,0,314
2023-01-01,Produto_91,32.14,1,314
2023-01-01,Produto_91,32.14,1,314
2023-01-01,Produto_92,24.46,0,399
2023-01-01,Produto_93,26.79,0,346
2023-01-01,Produto_93,26.79,1,346
2023-01-01,Produto_93,26.79,0,346
2023-01-01,Produto_93,26.79,0,346
2023-01-01,Produto_93,26.79,0,346
2023-01-01,Produto_93,26.79,1,346
2023-01-01,Produto_93,26.79,1,346
2023-01-01,Produto_94,35.66,1,314
2023-01-01,Produto_94,35.66,1,314
2023-01-01,Produto_94,35.66,0,314
2023-01-01,Produto_94,35.66,1,314
2023-01-01,Produto_94,35.66,1,314
2023-01-01,Produto_94,35.66,0,314
2023-01-01,Produto_96,90.71,1,297
2023-01-01,Produto_96,90.71,0,297
2023-01-01,Produto_96,90.71,1,297
2023-01-01,Produto_96,90.71,1,297
2023-01-01,Produto_97,17.22,0,234
2023-01-01,Produto_97,17.22,1,234
2023-01-01,Produto_97,17.22,1,234
2023-01-01,Produto_97,17.22,1,234
2023-01-01,Produto_97,17.22,0,234
2023-01-01,Produto_98,57.21,1,342
2023-01-01,Produto_98,57.21,0,342
2023-01-01,Produto_98,57.21,1,342
2023-01-01,Produto_99,46.94,0,261
2023-01-01,Produto_100,98.41,1,254
2023-01-01,Produto_100,98.41,0,254
2023-01-01,Produto_100,98.41,1,254
2023-01-01,Produto_102,45.81,1,381
2023-01-01,Produto_102,45.81,0,381
2023-01-01,Produto_102,45.81,0,381
2023-01-01,Produto_102,45.81,0,381
2023-01-01,Produto_102,45.81,0,381
2023-01-01,Produto_102,45.81,0,381
2023-01-01,Produto_103,97.25,0,415
2023-01-01,Produto_104,87.9,0,101
2023-01-01,Produto_105,83.54,1,321
2023-01-01,Produto_105,83.54,1,321
2023-01-01,Produto_105,83.54,1,321
2023-01-01,Produto_105,83.54,1,321
2023-01-01,Produto_105,83.54,1,321
2023-01-01,Produto_105,83.54,0,321
2023-01-01,Produto_105,83.54,0,321
2023-01-01,Produto_105,83.54,0,321
2023-01-01,Produto_106,33.21,1,455
2023-01-01,Produto_106,33.21,1,455
2023-01-01,Produto_106,33.21,1,455
2023-01-01,Produto_106,33.21,0,455
2023-01-01,Produto_107,25.38,0,265
2023-01-01,Produto_108,70.18,1,293
2023-01-01,Produto_108,70.18,1,293
2023-01-01,Produto_108,70.18,1,293
2023-01-01,Produto_108,70.18,1,293
2023-01-01,Produto_108,70.18,0,293
2023-01-01,Produto_108,70.18,1,293
2023-01-01,Produto_108,70.18,0,293
2023-01-01,Produto_108,70.18,0,293
2023-01-01,Produto_109,93.64,0,229
2023-01-01,Produto_109,93.64,0,229
2023-01-01,Produto_109,93.64,1,229
2023-01-01,Produto_109,93.64,1,229
2023-01-01,Produto_109,93.64,1,229
2023-01-01,Produto_109,93.64,1,229
2023-01-01,Produto_109,93.64,0,229
2023-01-01,Produto_109,93.64,1,229
2023-01-01,Produto_111,61.45,1,88
2023-01-01,Produto_111,61.45,0,88
2023-01-01,Produto_112,35.2,0,203
2023-01-01,Produto_112,35.2,0,203
2023-01-01,Produto_112,35.2,1,203
2023-01-01,Produto_113,79.25,1,58
2023-01-01,Produto_113,79.25,1,58
2023-01-01,Produto_113,79.25,0,58
2023-01-01,Produto_113,79.25,0,58
2023-01-01,Produto_113,79.25,1,58
2023-01-01,Produto_113,79.25,0,58
2023-01-01,Produto_114,26.83,0,341
2023-01-01,Produto_114,26.83,1,341
2023-01-01,Produto_114,26.83,0,341
2023-01-01,Produto_114,26.83,0,341
2023-01-01,Produto_114,26.83,0,341
2023-01-01,Produto_114,26.83,1,341
2023-01-01,Produto_114,26.83,0,341
2023-01-01,Produto_114,26.83,1,341
2023-01-01,Produto_114,26.83,1,341
2023-01-01,Produto_115,39.13,0,111
2023-01-01,Produto_115,39.13,1,111
2023-01-01,Produto_115,39.13,0,111
2023-01-01,Produto_116,48.29,1,393
2023-01-01,Produto_117,55.68,1,370
2023-01-01,Produto_117,55.68,1,370
2023-01-01,Produto_117,55.68,1,370
2023-01-01,Produto_117,55.68,0,370
2023-01-01,Produto_117,55.68,0,370
2023-01-01,Produto_117,55.68,1,370
2023-01-01,Produto_118,31.82,1,53
2023-01-01,Produto_118,31.82,1,53
2023-01-01,Produto_118,31.82,0,53
2023-01-01,Produto_118,31.82,0,53
2023-01-01,Produto_118,31.82,1,53
2023-01-01,Produto_119,20.34,1,391
2023-01-01,Produto_119,20.34,0,391
2023-01-01,Produto_120,64.96,0,173
2023-01-01,Produto_120,64.96,1,173
2023-01-01,Produto_120,64.96,1,173
2023-01-01,Produto_120,64.96,1,173
2023-01-01,Produto_120,64.96,1,173
2023-01-01,Produto_121,35.98,1,180
2023-01-01,Produto_121,35.98,0,180
2023-01-01,Produto_121,35.98,1,180
2023-01-01,Produto_121,35.98,0,180
2023-01-01,Produto_121,35.98,0,180
2023-01-01,Produto_122,62.31,0,108
2023-01-01,Produto_122,62.31,0,108
2023-01-01,Produto_122,62.31,0,108
2023-01-01,Produto_122,62.31,0,108
2023-01-01,Produto_123,23.89,0,185
2023-01-01,Produto_123,23.89,1,185
2023-01-01,Produto_123,23.89,1,185
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_124,53.3,0,121
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_124,53.3,0,121
2023-01-01,Produto_124,53.3,0,121
2023-01-01,Produto_124,53.3,1,121
2023-01-01,Produto_126,14.66,1,203
2023-01-01,Produto_126,14.66,1,203
2023-01-01,Produto_126,14.66,0,203
2023-01-01,Produto_126,14.66,0,203
2023-01-01,Produto_126,14.66,1,203
2023-01-01,Produto_126,14.66,0,203
2023-01-01,Produto_126,14.66,0,203
2023-01-01,Produto_126,14.66,0,203
2023-01-01,Produto_126,14.66,1,203
2023-01-01,Produto_127,40.29,0,463
2023-01-01,Produto_127,40.29,0,463
2023-01-01,Produto_127,40.29,0,463
2023-01-01,Produto_127,40.29,0,463
2023-01-01,Produto_127,40.29,1,463
2023-01-01,Produto_128,22.1,1,337
2023-01-01,Produto_129,15.7,0,426
2023-01-01,Produto_129,15.7,1,426
2023-01-01,Produto_130,99.1,0,303
2023-01-01,Produto_130,99.1,1,303
2023-01-01,Produto_130,99.1,1,303
2023-01-01,Produto_130,99.1,0,303
2023-01-01,Produto_130,99.1,0,303
2023-01-01,Produto_130,99.1,1,303
2023-01-01,Produto_130,99.1,0,303
2023-01-01,Produto_131,39.01,0,271
2023-01-01,Produto_131,39.01,1,271
2023-01-01,Produto_131,39.01,0,271
2023-01-01,Produto_131,39.01,1,271
2023-01-01,Produto_131,39.01,1,271
2023-01-01,Produto_131,39.01,1,271
2023-01-01,Produto_131,39.01,0,271
2023-01-01,Produto_131,39.01,0,271
2023-01-01,Produto_131,39.01,0,271
2023-01-01,Produto_132,82.89,1,85
2023-01-01,Produto_132,82.89,1,85
2023-01-01,Produto_132,82.89,1,85
2023-01-01,Produto_132,82.89,0,85
2023-01-01,Produto_132,82.89,1,85
2023-01-01,Produto_133,32.92,1,75
2023-01-01,Produto_133,32.92,0,75
2023-01-01,Produto_134,71.34,0,178
2023-01-01,Produto_134,71.34,1,178
2023-01-01,Produto_134,71.34,0,178
2023-01-01,Produto_134,71.34,1,178
2023-01-01,Produto_134,71.34,0,178
2023-01-01,Produto_134,71.34,1,178
2023-01-01,Produto_135,78.42,1,247
2023-01-01,Produto_135,78.42,0,247
2023-01-01,Produto_135,78.42,1,247
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_136,63.61,1,369
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_136,63.61,1,369
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_136,63.61,0,369
2023-01-01,Produto_137,52.44,0,313
2023-01-01,Produto_137,52.44,0,313
2023-01-01,Produto_137,52.44,0,313
2023-01-01,Produto_137,52.44,1,313
2023-01-01,Produto_138,47.07,0,465
2023-01-01,Produto_138,47.07,0,465
2023-01-01,Produto_139,41.4,1,81
2023-01-01,Produto_140,93.66,0,96
2023-01-01,Produto_141,84.76,1,454
2023-01-01,Produto_141,84.76,1,454
2023-01-01,Produto_142,96.85,1,110
2023-01-01,Produto_143,21.19,1,262
2023-01-01,Produto_143,21.19,1,262
2023-01-01,Produto_143,21.19,1,262
2023-01-01,Produto_144,75.78,0,341
2023-01-01,Produto_145,94.45,1,139
2023-01-01,Produto_145,94.45,1,139
2023-01-01,Produto_145,94.45,1,139
2023-01-01,Produto_145,94.45,1,139
2023-01-01,Produto_145,94.45,0,139
2023-01-01,Produto_145,94.45,0,139
2023-01-01,Produto_145,94.45,0,139
2023-01-01,Produto_145,94.45,1,139
2023-01-01,Produto_145,94.45,0,139
2023-01-01,Produto_146,26.31,0,213
2023-01-01,Produto_146,26.31,0,213
2023-01-01,Produto_146,26.31,0,213
2023-01-01,Produto_146,26.31,0,213
2023-01-01,Produto_146,26.31,1,213
2023-01-01,Produto_146,26.31,1,213
2023-01-01,Produto_146,26.31,1,213
2023-01-01,Produto_146,26.31,1,213
2023-01-01,Produto_147,15.98,0,408
2023-01-01,Produto_148,76.7,0,255
2023-01-01,Produto_148,76.7,1,255
2023-01-01,Produto_148,76.7,1,255
2023-01-01,Produto_148,76.7,0,255
2023-01-01,Produto_148,76.7,1,255
2023-01-01,Produto_148,76.7,0,255
2023-01-01,Produto_148,76.7,1,255
2023-01-01,Produto_148,76.7,1,255
2023-01-01,Produto_149,61.7,0,79
2023-01-01,Produto_149,61.7,0,79
2023-01-01,Produto_149,61.7,0,79
2023-01-01,Produto_149,61.7,1,79
2023-01-01,Produto_149,61.7,0,79
2023-01-01,Produto_151,22.58,0,273
2023-01-01,Produto_151,22.58,1,273
2023-01-01,Produto_151,22.58,1,273
2023-01-01,Produto_153,28.15,0,475
2023-01-01,Produto_153,28.15,0,475
2023-01-01,Produto_153,28.15,1,475
2023-01-01,Produto_153,28.15,0,475
2023-01-01,Produto_153,28.15,1,475
