Data_da_Venda,Nome_do_Produto,Preco_da_Venda,Flag_Promocao,Estoque
2023-01-01,Produto_21,82.76,1,385
2023-01-01,Produto_21,82.76,0,385
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_22,37.42,1,456
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_22,37.42,0,456
2023-01-01,Produto_23,18.79,0,339
2023-01-01,Produto_23,18.79,0,339
2023-01-01,Produto_23,18.79,0,339
2023-01-01,Produto_23,18.79,0,339
2023-01-01,Produto_24,71.58,0,434
2023-01-02,Produto_0,26.36,1,142
2023-01-02,Produto_0,26.36,0,142
2023-01-02,Produto_0,26.36,0,142
2023-01-02,Produto_0,26.36,0,142
2023-01-02,Produto_1,26.51,1,471
2023-01-02,Produto_1,26.51,0,471
2023-01-02,Produto_1,26.51,0,471
2023-01-02,Produto_1,26.51,1,471
2023-01-02,Produto_1,26.51,1,471
2023-01-02,Produto_1,26.51,1,471
2023-01-02,Produto_1,26.51,0,471
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_2,37.38,1,387
2023-01-02,Produto_2,37.38,1,387
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_2,37.38,1,387
2023-01-02,Produto_2,37.38,0,387
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_3,57.23,1,312
2023-01-02,Produto_4,48.88,1,145
2023-01-02,Produto_4,48.88,0,145
2023-01-02,Produto_4,48.88,1,145
2023-01-02,Produto_4,48.88,1,145
2023-01-02,Produto_4,48.88,1,145
2023-01-02,Produto_4,48.88,0,145
2023-01-02,Produto_4,48.88,1,145
2023-01-02,Produto_4,48.88,0,145
2023-01-02,Produto_6,65.07,1,223
2023-01-02,Produto_6,65.07,1,223
2023-01-02,Produto_6,65.07,0,223
2023-01-02,Produto_6,65.07,1,223
2023-01-02,Produto_6,65.07,1,223
2023-01-02,Produto_6,65.07,0,223
2023-01-02,Produto_6,65.07,0,223
2023-01-02,Produto_6,65.07,0,223
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_7,22.55,0,61
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_8,36.29,0,143
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_8,36.29,0,143
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_8,36.29,1,143
2023-01-02,Produto_9,42.97,0,159
2023-01-02,Produto_9,42.97,0,159
2023-01-02,Produto_9,42.97,0,159
2023-01-02,Produto_9,42.97,1,159
2023-01-02,Produto_9,42.97,1,159
2023-01-02,Produto_9,42.97,0,159
2023-01-02,Produto_9,42.97,0,159
2023-01-02,Produto_11,80.67,0,364
2023-01-02,Produto_11,80.67,1,364
2023-01-02,Produto_11,80.67,1,364
2023-01-02,Produto_11,80.67,1,364
2023-01-02,Produto_11,80.67,1,364
2023-01-02,Produto_11,80.67,0,364
2023-01-02,Produto_11,80.67,0,364
2023-01-02,Produto_12,27.97,0,127
2023-01-02,Produto_12,27.97,1,127
2023-01-02,Produto_12,27.97,1,127
2023-01-02,Produto_12,27.97,1,127
2023-01-02,Produto_12,27.97,1,127
2023-01-02,Produto_12,27.97,0,127
2023-01-02,Produto_12,27.97,1,127
2023-01-02,Produto_13,56.28,0,415
2023-01-02,Produto_13,56.28,0,415
2023-01-02,Produto_15,14.18,0,393
2023-01-02,Produto_15,14.18,1,393
2023-01-02,Produto_15,14.18,1,393
2023-01-02,Produto_15,14.18,0,393
2023-01-02,Produto_15,14.18,0,393
2023-01-02,Produto_15,14.18,0,393
2023-01-02,Produto_15,14.18,0,393
2023-01-02,Produto_16,64.68,1,198
2023-01-02,Produto_16,64.68,0,198
2023-01-02,Produto_17,25.35,1,169
2023-01-02,Produto_17,25.35,0,169
2023-01-02,Produto_19,95.4,1,347
2023-01-02,Produto_19,95.4,0,347
2023-01-02,Produto_19,95.4,1,347
2023-01-02,Produto_19,95.4,0,347
2023-01-02,Produto_20,96.91,1,292
2023-01-02,Produto_20,96.91,0,292
2023-01-02,Produto_20,96.91,0,292
2023-01-02,Produto_20,96.91,1,292
2023-01-02,Produto_20,96.91,1,292
2023-01-02,Produto_20,96.91,0,292
2023-01-02,Produto_20,96.91,0,292
2023-01-02,Produto_20,96.91,0,292
2023-01-02,Produto_20,96.91,1,292
2023-01-02,Produto_21,82.76,1,379
2023-01-02,Produto_21,82.76,1,379
2023-01-02,Produto_21,82.76,1,379
2023-01-02,Produto_21,82.76,0,379
2023-01-02,Produto_21,82.76,1,379
2023-01-02,Produto_21,82.76,1,379
2023-01-02,Produto_22,37.42,0,447
2023-01-02,Produto_22,37.42,0,447
2023-01-02,Produto_22,37.42,1,447
2023-01-02,Produto_22,37.42,1,447
2023-01-02,Produto_22,37.42,0,447
2023-01-02,Produto_22,37.42,1,447
2023-01-02,Produto_22,37.42,0,447
2023-01-02,Produto_22,37.42,1,447
2023-01-02,Produto_22,37.42,0,447
2023-01-02,Produto_23,18.79,0,331
2023-01-02,Produto_23,18.79,0,331
2023-01-02,Produto_23,18.79,1,331
2023-01-02,Produto_23,18.79,1,331
2023-01-02,Produto_23,18.79,1,331
2023-01-02,Produto_23,18.79,1,331
2023-01-02,Produto_23,18.79,0,331
2023-01-02,Produto_23,18.79,1,331
2023-01-02,Produto_24,71.58,0,428
2023-01-02,Produto_24,71.58,1,428
2023-01-02,Produto_24,71.58,1,428
2023-01-02,Produto_24,71.58,0,428
2023-01-02,Produto_24,71.58,0,428
2023-01-02,Produto_24,71.58,0,428
2023-01-03,Produto_0,26.36,1,134
2023-01-03,Produto_0,26.36,0,134
2023-01-03,Produto_0,26.36,1,134
2023-01-03,Produto_0,26.36,0,134
2023-01-03,Produto_0,26.36,0,134
2023-01-03,Produto_0,26.36,0,134
2023-01-03,Produto_0,26.36,1,134
2023-01-03,Produto_0,26.36,1,134
2023-01-03,Produto_1,26.51,1,464
2023-01-03,Produto_1,26.51,0,464
2023-01-03,Produto_1,26.51,0,464
2023-01-03,Produto_1,26.51,1,464
2023-01-03,Produto_1,26.51,0,464
2023-01-03,Produto_1,26.51,0,464
2023-01-03,Produto_1,26.51,0,464
2023-01-03,Produto_2,37.38,0,386
2023-01-03,Produto_4,48.88,1,139
2023-01-03,Produto_4,48.88,0,139
2023-01-03,Produto_4,48.88,1,139
2023-01-03,Produto_4,48.88,0,139
2023-01-03,Produto_4,48.88,1,139
2023-01-03,Produto_4,48.88,0,139
2023-01-03,Produto_5,36.21,0,114
2023-01-03,Produto_5,36.21,0,114
2023-01-03,Produto_5,36.21,0,114
2023-01-03,Produto_5,36.21,0,114
2023-01-03,Produto_5,36.21,1,114
2023-01-03,Produto_5,36.21,0,114
2023-01-03,Produto_6,65.07,1,216
2023-01-03,Produto_6,65.07,0,216
2023-01-03,Produto_6,65.07,1,216
2023-01-03,Produto_6,65.07,0,216
2023-01-03,Produto_6,65.07,1,216
2023-01-03,Produto_6,65.07,1,216
2023-01-03,Produto_6,65.07,0,216
2023-01-03,Produto_7,22.55,1,57
2023-01-03,Produto_7,22.55,1,57
2023-01-03,Produto_7,22.55,0,57
2023-01-03,Produto_7,22.55,0,57
2023-01-03,Produto_8,36.29,0,141
2023-01-03,Produto_8,36.29,1,141
2023-01-03,Produto_9,42.97,1,152
2023-01-03,Produto_9,42.97,1,152
2023-01-03,Produto_9,42.97,1,152
2023-01-03,Produto_9,42.97,1,152
2023-01-03,Produto_9,42.97,1,152
2023-01-03,Produto_9,42.97,0,152
2023-01-03,Produto_9,42.97,0,152
2023-01-03,Produto_10,51.05,0,254
2023-01-03,Produto_10,51.05,0,254
2023-01-03,Produto_10,51.05,0,254
2023-01-03,Produto_10,51.05,0,254
2023-01-03,Produto_10,51.05,1,254
2023-01-03,Produto_11,80.67,1,362
2023-01-03,Produto_11,80.67,1,362
2023-01-03,Produto_13,56.28,0,413
2023-01-03,Produto_13,56.28,0,413
2023-01-03,Produto_14,63.32,0,144
2023-01-03,Produto_14,63.32,1,144
2023-01-03,Produto_14,63.32,0,144
2023-01-03,Produto_14,63.32,0,144
2023-01-03,Produto_15,14.18,0,391
2023-01-03,Produto_15,14.18,0,391
2023-01-03,Produto_17,25.35,0,165
2023-01-03,Produto_17,25.35,1,165
2023-01-03,Produto_17,25.35,0,165
2023-01-03,Produto_17,25.35,1,165
2023-01-03,Produto_18,15.85,1,187
2023-01-03,Produto_18,15.85,1,187
2023-01-03,Produto_18,15.85,1,187
2023-01-03,Produto_18,15.85,0,187
2023-01-03,Produto_18,15.85,0,187
2023-01-03,Produto_18,15.85,0,187
2023-01-03,Produto_18,15.85,1,187
2023-01-03,Produto_18,15.85,0,187
2023-01-03,Produto_18,15.85,1,187
2023-01-03,Produto_19,95.4,0,341
2023-01-03,Produto_19,95.4,1,341
2023-01-03,Produto_19,95.4,0,341
2023-01-03,Produto_19,95.4,0,341
2023-01-03,Produto_19,95.4,1,341
2023-01-03,Produto_19,95.4,0,341
2023-01-03,Produto_20,96.91,1,286
2023-01-03,Produto_20,96.91,0,286
2023-01-03,Produto_20,96.91,1,286
2023-01-03,Produto_20,96.91,1,286
2023-01-03,Produto_20,96.91,1,286
2023-01-03,Produto_20,96.91,1,286
2023-01-03,Produto_21,82.76,1,371
2023-01-03,Produto_21,82.76,0,371
2023-01-03,Produto_21,82.76,1,371
2023-01-03,Produto_21,82.76,1,371
2023-01-03,Produto_21,82.76,1,371
2023-01-03,Produto_21,82.76,0,371
2023-01-03,Produto_21,82.76,0,371
2023-01-03,Produto_21,82.76,1,371
2023-01-03,Produto_22,37.42,0,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_22,37.42,0,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_22,37.42,0,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_22,37.42,1,438
2023-01-03,Produto_23,18.79,0,322
2023-01-03,Produto_23,18.79,0,322
2023-01-03,Produto_23,18.79,1,322
2023-01-03,Produto_23,18.79,1,322
2023-01-03,Produto_23,18.79,1,322
2023-01-03,Produto_23,18.79,0,322
2023-01-03,Produto_23,18.79,1,322
2023-01-03,Produto_23,18.79,0,322
2023-01-03,Produto_23,18.79,1,322
2023-01-03,Produto_24,71.58,0,426
2023-01-03,Produto_24,71.58,0,426
2023-01-04,Produto_0,26.36,1,128
2023-01-04,Produto_0,26.36,1,128
2023-01-04,Produto_0,26.36,1,128
2023-01-04,Produto_0,26.36,0,128
2023-01-04,Produto_0,26.36,0,128
2023-01-04,Produto_0,26.36,1,128
2023-01-04,Produto_2,37.38,1,383
2023-01-04,Produto_2,37.38,0,383
2023-01-04,Produto_2,37.38,1,383
2023-01-04,Produto_3,57.23,0,309
2023-01-04,Produto_3,57.23,0,309
2023-01-04,Produto_3,57.23,0,309
2023-01-04,Produto_4,48.88,1,135
2023-01-04,Produto_4,48.88,0,135
2023-01-04,Produto_4,48.88,0,135
2023-01-04,Produto_4,48.88,1,135
2023-01-04,Produto_5,36.21,0,108
2023-01-04,Produto_5,36.21,0,108
2023-01-04,Produto_5,36.21,0,108
2023-01-04,Produto_5,36.21,1,108
2023-01-04,Produto_5,36.21,0,108
2023-01-04,Produto_5,36.21,1,108
2023-01-04,Produto_6,65.07,1,210
2023-01-04,Produto_6,65.07,0,210
2023-01-04,Produto_6,65.07,0,210
2023-01-04,Produto_6,65.07,0,210
2023-01-04,Produto_6,65.07,1,210
2023-01-04,Produto_6,65.07,0,210
2023-01-04,Produto_7,22.55,0,54
2023-01-04,Produto_7,22.55,1,54
2023-01-04,Produto_7,22.55,1,54
2023-01-04,Produto_8,36.29,0,135
2023-01-04,Produto_8,36.29,1,135
2023-01-04,Produto_8,36.29,1,135
2023-01-04,Produto_8,36.29,0,135
2023-01-04,Produto_8,36.29,0,135
2023-01-04,Produto_8,36.29,0,135
2023-01-04,Produto_9,42.97,0,150
2023-01-04,Produto_9,42.97,1,150
2023-01-04,Produto_10,51.05,1,249
2023-01-04,Produto_10,51.05,1,249
2023-01-04,Produto_10,51.05,0,249
2023-01-04,Produto_10,51.05,0,249
2023-01-04,Produto_10,51.05,0,249
2023-01-04,Produto_11,80.67,0,361
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_12,27.97,1,118
2023-01-04,Produto_12,27.97,1,118
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_12,27.97,1,118
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_12,27.97,0,118
2023-01-04,Produto_13,56.28,0,405
2023-01-04,Produto_13,56.28,1,405
2023-01-04,Produto_13,56.28,1,405
2023-01-04,Produto_13,56.28,0,405
2023-01-04,Produto_13,56.28,1,405
2023-01-04,Produto_13,56.28,0,405
2023-01-04,Produto_13,56.28,1,405
2023-01-04,Produto_13,56.28,0,405
2023-01-04,Produto_14,63.32,0,140
2023-01-04,Produto_14,63.32,0,140
2023-01-04,Produto_14,63.32,1,140
2023-01-04,Produto_14,63.32,1,140
2023-01-04,Produto_15,14.18,1,386
2023-01-04,Produto_15,14.18,1,386
2023-01-04,Produto_15,14.18,1,386
2023-01-04,Produto_15,14.18,1,386
2023-01-04,Produto_15,14.18,1,386
2023-01-04,Produto_16,64.68,1,195
2023-01-04,Produto_16,64.68,1,195
2023-01-04,Produto_16,64.68,0,195
2023-01-04,Produto_17,25.35,0,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_17,25.35,0,156
2023-01-04,Produto_17,25.35,0,156
2023-01-04,Produto_17,25.35,1,156
2023-01-04,Produto_18,15.85,1,181
2023-01-04,Produto_18,15.85,0,181
2023-01-04,Produto_18,15.85,1,181
2023-01-04,Produto_18,15.85,0,181
2023-01-04,Produto_18,15.85,0,181
2023-01-04,Produto_18,15.85,0,181
2023-01-04,Produto_19,95.4,1,333
2023-01-04,Produto_19,95.4,1,333
2023-01-04,Produto_19,95.4,1,333
2023-01-04,Produto_19,95.4,0,333
2023-01-04,Produto_19,95.4,0,333
2023-01-04,Produto_19,95.4,0,333
2023-01-04,Produto_19,95.4,1,333
2023-01-04,Produto_19,95.4,0,333
2023-01-04,Produto_20,96.91,1,280
2023-01-04,Produto_20,96.91,0,280
2023-01-04,Produto_20,96.91,0,280
2023-01-04,Produto_20,96.91,1,280
2023-01-04,Produto_20,96.91,0,280
2023-01-04,Produto_20,96.91,0,280
2023-01-04,Produto_23,18.79,0,314
2023-01-04,Produto_23,18.79,1,314
2023-01-04,Produto_23,18.79,1,314
2023-01-04,Produto_23,18.79,1,314
2023-01-04,Produto_23,18.79,0,314
2023-01-04,Produto_23,18.79,0,314
2023-01-04,Produto_23,18.79,1,314
2023-01-04,Produto_23,18.79,1,314
2023-01-04,Produto_24,71.58,0,418
2023-01-04,Produto_24,71.58,1,418
2023-01-04,Produto_24,71.58,0,418
2023-01-04,Produto_24,71.58,1,418
2023-01-04,Produto_24,71.58,1,418
2023-01-04,Produto_24,71.58,1,418
2023-01-04,Produto_24,71.58,1,418
2023-01-04,Produto_24,71.58,0,418
2023-01-05,Produto_0,26.36,0,125
2023-01-05,Produto_0,26.36,1,125
2023-01-05,Produto_0,26.36,1,125
2023-01-05,Produto_1,26.51,0,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_1,26.51,0,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_1,26.51,1,456
2023-01-05,Produto_2,37.38,0,381
2023-01-05,Produto_2,37.38,0,381
2023-01-05,Produto_3,57.23,1,303
2023-01-05,Produto_3,57.23,0,303
2023-01-05,Produto_3,57.23,0,303
2023-01-05,Produto_3,57.23,0,303
2023-01-05,Produto_3,57.23,1,303
2023-01-05,Produto_3,57.23,0,303
2023-01-05,Produto_4,48.88,1,130
2023-01-05,Produto_4,48.88,0,130
2023-01-05,Produto_4,48.88,1,130
2023-01-05,Produto_4,48.88,1,130
2023-01-05,Produto_4,48.88,1,130
2023-01-05,Produto_5,36.21,1,101
2023-01-05,Produto_5,36.21,0,101
2023-01-05,Produto_5,36.21,1,101
2023-01-05,Produto_5,36.21,1,101
2023-01-05,Produto_5,36.21,1,101
2023-01-05,Produto_5,36.21,1,101
2023-01-05,Produto_5,36.21,0,101
2023-01-05,Produto_6,65.07,0,202
2023-01-05,Produto_6,65.07,0,202
2023-01-05,Produto_6,65.07,1,202
2023-01-05,Produto_6,65.07,1,202
2023-01-05,Produto_6,65.07,1,202
2023-01-05,Produto_6,65.07,0,202
2023-01-05,Produto_6,65.07,0,202
2023-01-05,Produto_6,65.07,0,202
2023-01-05,Produto_7,22.55,1,50
2023-01-05,Produto_7,22.55,0,50
2023-01-05,Produto_7,22.55,1,50
2023-01-05,Produto_7,22.55,1,50
2023-01-05,Produto_9,42.97,0,148
2023-01-05,Produto_9,42.97,0,148
2023-01-05,Produto_10,51.05,1,240
2023-01-05,Produto_10,51.05,1,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,0,240
2023-01-05,Produto_10,51.05,1,240
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_11,80.67,1,354
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_11,80.67,0,354
2023-01-05,Produto_12,27.97,1,113
2023-01-05,Produto_12,27.97,0,113
2023-01-05,Produto_12,27.97,1,113
2023-01-05,Produto_12,27.97,1,113
2023-01-05,Produto_12,27.97,1,113
2023-01-05,Produto_13,56.28,1,398
2023-01-05,Produto_13,56.28,0,398
2023-01-05,Produto_13,56.28,1,398
2023-01-05,Produto_13,56.28,1,398
2023-01-05,Produto_13,56.28,0,398
2023-01-05,Produto_13,56.28,0,398
2023-01-05,Produto_13,56.28,0,398
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_14,63.32,1,132
2023-01-05,Produto_14,63.32,1,132
2023-01-05,Produto_14,63.32,0,132
2023-01-05,Produto_15,14.18,0,383
2023-01-05,Produto_15,14.18,1,383
2023-01-05,Produto_15,14.18,1,383
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_18,15.85,1,172
2023-01-05,Produto_18,15.85,1,172
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_18,15.85,1,172
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_18,15.85,0,172
2023-01-05,Produto_19,95.4,1,330
2023-01-05,Produto_19,95.4,1,330
2023-01-05,Produto_19,95.4,1,330
2023-01-05,Produto_20,96.91,1,274
2023-01-05,Produto_20,96.91,0,274
2023-01-05,Produto_20,96.91,1,274
2023-01-05,Produto_20,96.91,0,274
2023-01-05,Produto_20,96.91,0,274
2023-01-05,Produto_20,96.91,0,274
2023-01-05,Produto_21,82.76,0,370
2023-01-05,Produto_22,37.42,1,436
2023-01-05,Produto_22,37.42,1,436
2023-01-05,Produto_24,71.58,0,414
2023-01-05,Produto_24,71.58,0,414
2023-01-05,Produto_24,71.58,0,414
2023-01-05,Produto_24,71.58,1,414
2023-01-06,Produto_1,26.51,1,449
2023-01-06,Produto_1,26.51,0,449
2023-01-06,Produto_1,26.51,1,449
2023-01-06,Produto_1,26.51,1,449
2023-01-06,Produto_1,26.51,1,449
2023-01-06,Produto_1,26.51,0,449
2023-01-06,Produto_1,26.51,1,449
2023-01-06,Produto_4,48.88,1,129
2023-01-06,Produto_5,36.21,0,100
2023-01-06,Produto_6,65.07,0,197
2023-01-06,Produto_6,65.07,1,197
2023-01-06,Produto_6,65.07,0,197
2023-01-06,Produto_6,65.07,0,197
2023-01-06,Produto_6,65.07,1,197
2023-01-06,Produto_7,22.55,0,44
2023-01-06,Produto_7,22.55,0,44
2023-01-06,Produto_7,22.55,1,44
2023-01-06,Produto_7,22.55,1,44
2023-01-06,Produto_7,22.55,0,44
2023-01-06,Produto_7,22.55,0,44
2023-01-06,Produto_8,36.29,0,131
2023-01-06,Produto_8,36.29,0,131
2023-01-06,Produto_8,36.29,1,131
2023-01-06,Produto_8,36.29,0,131
2023-01-06,Produto_11,80.67,1,352
2023-01-06,Produto_11,80.67,0,352
2023-01-06,Produto_12,27.97,0,112
2023-01-06,Produto_13,56.28,0,394
2023-01-06,Produto_13,56.28,1,394
2023-01-06,Produto_13,56.28,1,394
2023-01-06,Produto_13,56.28,1,394
2023-01-06,Produto_14,63.32,0,123
2023-01-06,Produto_14,63.32,1,123
2023-01-06,Produto_14,63.32,0,123
2023-01-06,Produto_14,63.32,1,123
2023-01-06,Produto_14,63.32,0,123
2023-01-06,Produto_14,63.32,1,123
2023-01-06,Produto_14,63.32,0,123
2023-01-06,Produto_14,63.32,1,123
2023-01-06,Produto_14,63.32,1,123
2023-01-06,Produto_15,14.18,1,378
2023-01-06,Produto_15,14.18,1,378
2023-01-06,Produto_15,14.18,1,378
2023-01-06,Produto_15,14.18,0,378
2023-01-06,Produto_15,14.18,0,378
2023-01-06,Produto_16,64.68,1,189
2023-01-06,Produto_16,64.68,0,189
2023-01-06,Produto_16,64.68,1,189
2023-01-06,Produto_16,64.68,1,189
2023-01-06,Produto_16,64.68,1,189
2023-01-06,Produto_16,64.68,1,189
2023-01-06,Produto_17,25.35,1,153
2023-01-06,Produto_17,25.35,1,153
2023-01-06,Produto_17,25.35,0,153
2023-01-06,Produto_18,15.85,1,166
2023-01-06,Produto_18,15.85,0,166
2023-01-06,Produto_18,15.85,1,166
2023-01-06,Produto_18,15.85,0,166
2023-01-06,Produto_18,15.85,0,166
2023-01-06,Produto_18,15.85,0,166
2023-01-06,Produto_19,95.4,1,323
2023-01-06,Produto_19,95.4,1,323
2023-01-06,Produto_19,95.4,1,323
2023-01-06,Produto_19,95.4,0,323
2023-01-06,Produto_19,95.4,0,323
2023-01-06,Produto_19,95.4,0,323
2023-01-06,Produto_19,95.4,0,323
2023-01-06,Produto_21,82.76,1,365
2023-01-06,Produto_21,82.76,0,365
2023-01-06,Produto_21,82.76,0,365
2023-01-06,Produto_21,82.76,1,365
